date,time,contact_date,sex,race,age,ethnicity,was_frisked,contact_officer,zip,circumstance,basis,key_situations,weather,vehicle_involved
2022-02-25,NA,2022-02-25,Male,White,43,Not of Hispanic Origin,0,152930,02118,Encountered,Intel,NULL,NULL,FALSE
2022-02-25,19:30:00,2022-02-25 19:30:00,Male,Black,51,Unknown,0,162306,02110,Encountered,Intel,NULL,NULL,FALSE
2022-02-25,17:28:00,2022-02-25 17:28:00,Male,Black,34,Not of Hispanic Origin,0,157673,02124,Stopped,Probable Cause,NULL,NULL,TRUE
2022-02-26,NA,2022-02-26,Male,White,31,Unknown,0,153135,02116,Observed,Intel,NULL,NULL,TRUE
2022-02-26,05:21:00,2022-02-26 05:21:00,Male,Black,30,Hispanic Origin,0,113561,02125,Encountered,Encounter,NULL,NULL,FALSE
2022-02-23,15:15:00,2022-02-23 15:15:00,Male,Black,24,NULL,0,126514,02130,Stopped,Probable Cause,NULL,NULL,FALSE
2022-02-23,15:15:00,2022-02-23 15:15:00,Male,Black,27,Not of Hispanic Origin,0,126514,02130,Stopped,Probable Cause,NULL,NULL,FALSE
2022-02-23,15:15:00,2022-02-23 15:15:00,Female,Black,22,Not of Hispanic Origin,0,126514,02130,Stopped,Probable Cause,NULL,NULL,FALSE
2022-02-23,15:15:00,2022-02-23 15:15:00,Male,Black,21,NULL,0,126514,02130,Stopped,Probable Cause,NULL,NULL,FALSE
2022-02-23,15:15:00,2022-02-23 15:15:00,Male,Black,15,NULL,0,126514,02130,Stopped,Probable Cause,NULL,NULL,FALSE
2022-02-23,15:15:00,2022-02-23 15:15:00,Male,Black,31,Not of Hispanic Origin,0,126514,02130,Stopped,Probable Cause,NULL,NULL,FALSE
2022-02-23,15:15:00,2022-02-23 15:15:00,Male,Black,20,Not of Hispanic Origin,0,126514,02130,Stopped,Probable Cause,NULL,NULL,FALSE
2022-02-23,15:15:00,2022-02-23 15:15:00,Female,Black,19,Hispanic Origin,0,126514,02130,Stopped,Probable Cause,NULL,NULL,FALSE
2022-02-23,15:15:00,2022-02-23 15:15:00,Male,White,18,NULL,1,126514,02130,Stopped,Probable Cause,NULL,NULL,FALSE
2022-02-23,15:15:00,2022-02-23 15:15:00,Male,Black,23,Not of Hispanic Origin,1,126514,02130,Stopped,Probable Cause,NULL,NULL,FALSE
2022-02-23,15:15:00,2022-02-23 15:15:00,Female,Black,32,Not of Hispanic Origin,0,126514,02130,Stopped,Probable Cause,NULL,NULL,FALSE
2022-02-26,17:11:00,2022-02-26 17:11:00,Male,Black,51,Not of Hispanic Origin,0,164621,02136,Encountered,Reasonable Suspicion,NULL,NULL,FALSE
2022-02-26,17:03:00,2022-02-26 17:03:00,Male,Other,30,Unknown,0,148252,02125,Observed,Intel,NULL,NULL,TRUE
2022-02-26,17:23:00,2022-02-26 17:23:00,Male,White,35,Not of Hispanic Origin,1,149955,02114,Encountered,Probable Cause,NULL,NULL,FALSE
2022-02-26,10:50:00,2022-02-26 10:50:00,Male,NA,25,Not of Hispanic Origin,0,162960,02124,Observed,Intel,NULL,NULL,TRUE
2022-02-26,17:53:00,2022-02-26 17:53:00,Male,Unknown,54,Hispanic Origin,0,148281,02125,Stopped,Encounter,NULL,NULL,TRUE
2022-02-26,17:53:00,2022-02-26 17:53:00,Male,Unknown,32,Hispanic Origin,0,148281,02125,Stopped,Encounter,NULL,NULL,TRUE
2022-02-27,02:12:00,2022-02-27 02:12:00,Male,Black,20,Not of Hispanic Origin,0,157619,02109,Stopped,Probable Cause,NULL,NULL,FALSE
2022-02-27,02:12:00,2022-02-27 02:12:00,Male,Black,27,Not of Hispanic Origin,0,157619,02109,Stopped,Probable Cause,NULL,NULL,FALSE
2022-02-27,02:12:00,2022-02-27 02:12:00,Male,Black,30,Not of Hispanic Origin,0,157619,02109,Stopped,Probable Cause,NULL,NULL,FALSE
2022-02-27,02:19:00,2022-02-27 02:19:00,Male,Black,19,Not of Hispanic Origin,0,164086,02119,Stopped,Encounter,NULL,NULL,TRUE
2022-02-27,01:09:00,2022-02-27 01:09:00,Male,White,44,Hispanic Origin,0,164605,02124,Stopped,Probable Cause,NULL,NULL,TRUE
2022-02-26,17:40:00,2022-02-26 17:40:00,Male,Black,15,Unknown,1,157724,02121,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2022-02-26,17:40:00,2022-02-26 17:40:00,Male,White,19,Hispanic Origin,1,157724,02121,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2022-02-26,17:40:00,2022-02-26 17:40:00,Male,Black,18,NULL,1,157724,02121,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2022-02-27,09:20:00,2022-02-27 09:20:00,Male,Black,68,Not of Hispanic Origin,0,129442,02127,Stopped,Encounter,NULL,NULL,TRUE
2022-02-27,12:00:00,2022-02-27 12:00:00,Male,White,33,NULL,1,148310,02118,Observed,Reasonable Suspicion,NULL,NULL,FALSE
2022-02-27,15:33:00,2022-02-27 15:33:00,Female,Black,27,Not of Hispanic Origin,0,129442,02125,Stopped,Encounter,NULL,NULL,TRUE
2022-02-27,16:45:00,2022-02-27 16:45:00,Male,Black,39,Not of Hispanic Origin,0,153111,02119,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2022-02-27,17:05:00,2022-02-27 17:05:00,Male,White,56,Hispanic Origin,0,164602,02118,Encountered,Probable Cause,NULL,NULL,FALSE
2022-02-27,18:00:00,2022-02-27 18:00:00,Male,Black,33,Hispanic Origin,0,164603,02125,Observed,Intel,NULL,NULL,TRUE
2022-02-27,18:00:00,2022-02-27 18:00:00,Male,Black,22,Not of Hispanic Origin,0,164091,02118,Stopped,Encounter,NULL,NULL,FALSE
2022-02-27,18:20:00,2022-02-27 18:20:00,Male,Black,18,Not of Hispanic Origin,0,164091,02118,Encountered,Encounter,NULL,NULL,FALSE
2022-02-27,18:20:00,2022-02-27 18:20:00,Male,Black,17,Unknown,0,164091,02118,Encountered,Encounter,NULL,NULL,FALSE
2022-02-27,18:20:00,2022-02-27 18:20:00,Male,White,18,Hispanic Origin,0,164091,02118,Encountered,Encounter,NULL,NULL,FALSE
2022-02-27,17:55:00,2022-02-27 17:55:00,Male,Black,28,Unknown,1,157665,02472,Stopped,Probable Cause,NULL,NULL,TRUE
2022-02-27,22:13:00,2022-02-27 22:13:00,Male,Black,18,Not of Hispanic Origin,0,164099,02118,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2022-02-27,22:13:00,2022-02-27 22:13:00,Male,Black,20,NULL,0,164099,02118,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2022-02-25,23:30:00,2022-02-25 23:30:00,Female,Black,15,NULL,1,098630,02125,Stopped,Encounter,NULL,NULL,TRUE
2022-02-25,23:30:00,2022-02-25 23:30:00,Male,Black,16,NULL,1,098630,02125,Stopped,Encounter,NULL,NULL,TRUE
2022-02-25,23:30:00,2022-02-25 23:30:00,Male,Black,15,NULL,1,098630,02125,Stopped,Encounter,NULL,NULL,TRUE
2022-02-25,23:30:00,2022-02-25 23:30:00,Female,Unknown,15,Hispanic Origin,1,098630,02125,Stopped,Encounter,NULL,NULL,TRUE
2022-02-25,23:30:00,2022-02-25 23:30:00,Male,Black,17,NULL,1,098630,02125,Stopped,Encounter,NULL,NULL,TRUE
2022-02-28,NA,2022-02-28,Male,White,52,Hispanic Origin,0,144447,02121,Observed,Intel,NULL,NULL,TRUE
2022-02-28,01:42:00,2022-02-28 01:42:00,Male,White,52,Not of Hispanic Origin,0,108895,02132,Encountered,Reasonable Suspicion,NULL,NULL,FALSE
2022-02-28,10:05:00,2022-02-28 10:05:00,Male,White,54,Hispanic Origin,0,153086,02118,Encountered,Encounter,NULL,NULL,FALSE
2022-02-28,11:20:00,2022-02-28 11:20:00,Male,White,61,Not of Hispanic Origin,0,148310,02118,Observed,Reasonable Suspicion,NULL,NULL,FALSE
2022-02-28,14:30:00,2022-02-28 14:30:00,Male,Black,16,Not of Hispanic Origin,1,140282,02126,Stopped,Probable Cause,NULL,NULL,FALSE
2022-02-28,14:30:00,2022-02-28 14:30:00,Male,Black,16,NULL,1,140282,02126,Stopped,Probable Cause,NULL,NULL,FALSE
2022-02-28,14:30:00,2022-02-28 14:30:00,Male,Black,16,Not of Hispanic Origin,1,140282,02126,Stopped,Probable Cause,NULL,NULL,FALSE
2022-02-28,14:30:00,2022-02-28 14:30:00,Male,Black,19,Not of Hispanic Origin,1,140282,02126,Stopped,Probable Cause,NULL,NULL,FALSE
2022-02-28,16:54:00,2022-02-28 16:54:00,Male,Black,38,Not of Hispanic Origin,1,153076,02121,Stopped,Probable Cause,NULL,NULL,TRUE
2022-02-28,16:54:00,2022-02-28 16:54:00,Male,Black,23,Hispanic Origin,1,153076,02121,Stopped,Probable Cause,NULL,NULL,TRUE
2022-02-28,17:12:00,2022-02-28 17:12:00,Male,Black,31,Unknown,1,164117,02118,Stopped,Encounter,NULL,NULL,FALSE
2022-02-28,18:25:00,2022-02-28 18:25:00,Male,Black,40,Not of Hispanic Origin,1,138921,02125,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2022-03-01,04:00:00,2022-03-01 04:00:00,Male,Black,34,Not of Hispanic Origin,0,162951,02118,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-01,04:00:00,2022-03-01 04:00:00,Female,White,31,Not of Hispanic Origin,0,162951,02118,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-01,04:00:00,2022-03-01 04:00:00,Male,White,49,Not of Hispanic Origin,1,162951,02118,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-01,03:53:00,2022-03-01 03:53:00,Male,Black,35,Not of Hispanic Origin,0,153078,02118,Encountered,Probable Cause,NULL,NULL,TRUE
2022-03-01,03:53:00,2022-03-01 03:53:00,Male,Black,44,Not of Hispanic Origin,0,153078,02118,Encountered,Probable Cause,NULL,NULL,TRUE
2022-03-01,03:53:00,2022-03-01 03:53:00,Female,Black,32,Not of Hispanic Origin,0,153078,02118,Encountered,Probable Cause,NULL,NULL,TRUE
2022-03-01,11:00:00,2022-03-01 11:00:00,Male,Black,26,Not of Hispanic Origin,1,126514,02121,Stopped,Probable Cause,NULL,NULL,FALSE
2022-03-01,11:00:00,2022-03-01 11:00:00,Female,Black,26,Not of Hispanic Origin,1,126514,02121,Stopped,Probable Cause,NULL,NULL,FALSE
2022-03-01,10:58:00,2022-03-01 10:58:00,Male,White,54,NULL,1,148310,02118,Observed,Reasonable Suspicion,NULL,NULL,FALSE
2022-03-01,13:46:00,2022-03-01 13:46:00,Male,White,35,Unknown,0,087035,02128,Encountered,Encounter,NULL,NULL,FALSE
2022-03-01,18:40:00,2022-03-01 18:40:00,Male,White,46,Not of Hispanic Origin,1,151205,02134,Encountered,Reasonable Suspicion,NULL,NULL,FALSE
2022-03-01,17:13:00,2022-03-01 17:13:00,Male,Black,49,Unknown,1,148252,02124,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2022-03-01,NA,2022-03-01,Male,Black,32,Not of Hispanic Origin,0,157645,02130,Observed,Intel,NULL,NULL,TRUE
2022-03-01,NA,2022-03-01,Male,Black,50,Not of Hispanic Origin,0,157645,02130,Observed,Intel,NULL,NULL,TRUE
2022-03-01,22:30:00,2022-03-01 22:30:00,Male,NA,29,NULL,0,153111,02119,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2022-03-02,NA,2022-03-02,Male,White,23,Not of Hispanic Origin,0,162313,02120,Stopped,Intel,NULL,NULL,FALSE
2022-03-02,00:44:00,2022-03-02 00:44:00,Female,Native Hawaiian or Other Pacific Islander,23,NULL,1,144466,02119,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-02,00:44:00,2022-03-02 00:44:00,Male,Black,31,Not of Hispanic Origin,1,144466,02119,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-02,00:44:00,2022-03-02 00:44:00,Male,Black,25,Not of Hispanic Origin,0,144466,02119,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-02,00:53:00,2022-03-02 00:53:00,Male,Black,15,Not of Hispanic Origin,1,164087,02124,Encountered,Reasonable Suspicion,NULL,NULL,FALSE
2022-03-02,00:53:00,2022-03-02 00:53:00,Male,Black,16,Not of Hispanic Origin,1,164087,02124,Encountered,Reasonable Suspicion,NULL,NULL,FALSE
2022-03-02,00:44:00,2022-03-02 00:44:00,Male,White,36,Not of Hispanic Origin,0,135933,02114,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-02,04:34:00,2022-03-02 04:34:00,Male,White,39,Not of Hispanic Origin,1,153078,02115,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2022-03-02,04:34:00,2022-03-02 04:34:00,Male,White,31,Not of Hispanic Origin,1,153078,02115,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2022-03-02,14:27:00,2022-03-02 14:27:00,Male,Asian,49,NULL,0,148310,02118,Observed,Reasonable Suspicion,NULL,NULL,FALSE
2022-03-02,14:39:00,2022-03-02 14:39:00,Male,Black,15,Not of Hispanic Origin,0,144336,02121,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-01,20:15:00,2022-03-01 20:15:00,Male,Black,17,NULL,1,106678,02125,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-01,20:15:00,2022-03-01 20:15:00,Male,White,18,NULL,1,106678,02125,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-01,20:15:00,2022-03-01 20:15:00,Male,Black,17,Not of Hispanic Origin,1,106678,02125,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-02,18:00:00,2022-03-02 18:00:00,Male,Black,31,Not of Hispanic Origin,1,126186,02130,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-02,20:38:00,2022-03-02 20:38:00,Male,Black,21,Not of Hispanic Origin,0,153111,02119,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2022-03-02,20:38:00,2022-03-02 20:38:00,Male,Black,19,Not of Hispanic Origin,0,153111,02119,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2022-03-02,20:38:00,2022-03-02 20:38:00,Male,Black,20,Not of Hispanic Origin,0,153111,02119,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2022-03-02,18:30:00,2022-03-02 18:30:00,Male,Black,14,Not of Hispanic Origin,0,140305,02116,Encountered,Intel,NULL,NULL,FALSE
2022-03-02,20:56:00,2022-03-02 20:56:00,Male,Black,33,Not of Hispanic Origin,0,164597,02121,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2022-03-02,21:29:00,2022-03-02 21:29:00,Male,Black,33,Not of Hispanic Origin,0,131605,02126,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-03,00:32:00,2022-03-03 00:32:00,Male,Black,28,Not of Hispanic Origin,1,157646,02121,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-03,01:36:00,2022-03-03 01:36:00,Male,Black,45,NULL,0,149912,02121,Stopped,Encounter,NULL,NULL,TRUE
2022-03-03,01:36:00,2022-03-03 01:36:00,Male,Black,41,Not of Hispanic Origin,0,149912,02121,Stopped,Encounter,NULL,NULL,TRUE
2022-03-03,NA,2022-03-03,Male,Black,29,Hispanic Origin,0,153081,02492,Observed,Intel,NULL,NULL,TRUE
2022-03-02,07:09:00,2022-03-02 07:09:00,Male,Black,66,NULL,0,112281,02116,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2022-03-02,20:45:00,2022-03-02 20:45:00,Male,White,21,NULL,1,106678,02122,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-03,01:00:00,2022-03-03 01:00:00,Male,Black,33,Not of Hispanic Origin,1,144325,02121,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-03,01:00:00,2022-03-03 01:00:00,Male,Black,32,Not of Hispanic Origin,1,144325,02121,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-03,06:10:00,2022-03-03 06:10:00,Female,White,36,Not of Hispanic Origin,0,112281,02118,Observed,Intel,NULL,NULL,TRUE
2022-03-03,06:35:00,2022-03-03 06:35:00,Male,Black,41,Not of Hispanic Origin,1,162951,02118,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2022-03-03,06:35:00,2022-03-03 06:35:00,Male,Black,50,Not of Hispanic Origin,1,162951,02118,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2022-03-02,11:01:00,2022-03-02 11:01:00,NA,Black,NA,Unknown,0,162972,02110,Encountered,Intel,NULL,NULL,FALSE
2022-03-02,11:01:00,2022-03-02 11:01:00,Male,Black,20,Not of Hispanic Origin,0,162972,02110,Encountered,Intel,NULL,NULL,FALSE
2022-03-03,03:45:00,2022-03-03 03:45:00,Male,White,25,Hispanic Origin,1,135933,02109,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-03,03:45:00,2022-03-03 03:45:00,Male,White,29,Hispanic Origin,1,135933,02109,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-03,13:30:00,2022-03-03 13:30:00,Female,Black,43,Not of Hispanic Origin,1,126478,02121,Stopped,Intel,NULL,NULL,TRUE
2022-03-03,13:30:00,2022-03-03 13:30:00,Male,Black,44,Not of Hispanic Origin,1,126478,02121,Stopped,Intel,NULL,NULL,TRUE
2022-03-03,15:22:00,2022-03-03 15:22:00,Male,Black,26,Not of Hispanic Origin,1,128383,02126,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-03,15:22:00,2022-03-03 15:22:00,Male,Black,28,Not of Hispanic Origin,0,128383,02126,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-03,17:30:00,2022-03-03 17:30:00,Male,White,33,Not of Hispanic Origin,0,100417,02125,Stopped,Probable Cause,NULL,NULL,FALSE
2022-03-03,17:14:00,2022-03-03 17:14:00,Male,Black,24,Not of Hispanic Origin,0,132361,02199,Stopped,Probable Cause,NULL,NULL,FALSE
2022-03-04,05:49:00,2022-03-04 05:49:00,Male,White,48,Unknown,0,157671,02114,Encountered,Encounter,NULL,NULL,FALSE
2022-03-04,09:00:00,2022-03-04 09:00:00,Male,Black,19,Not of Hispanic Origin,1,117001,02121,Stopped,Intel,NULL,NULL,FALSE
2022-03-03,21:00:00,2022-03-03 21:00:00,Male,Black,39,NULL,0,NA,NA,NA,NA,NA,NA,FALSE
2022-03-03,20:30:00,2022-03-03 20:30:00,Female,White,39,Not of Hispanic Origin,0,NA,NA,NA,NA,NA,NA,FALSE
2022-03-04,02:30:00,2022-03-04 02:30:00,Male,White,29,Not of Hispanic Origin,0,111241,02129,Encountered,Probable Cause,NULL,NULL,FALSE
2022-03-04,09:00:00,2022-03-04 09:00:00,Male,Black,35,Not of Hispanic Origin,0,102949,02124,Encountered,Encounter,NULL,NULL,TRUE
2022-03-03,20:15:00,2022-03-03 20:15:00,Male,Black,19,Not of Hispanic Origin,1,144476,02124,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-03,20:15:00,2022-03-03 20:15:00,Female,Black,19,Unknown,1,144476,02124,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-02,20:30:00,2022-03-02 20:30:00,Male,Black,31,Not of Hispanic Origin,1,102679,02122,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2022-03-02,20:30:00,2022-03-02 20:30:00,Male,Black,22,Not of Hispanic Origin,1,102679,02122,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2022-03-02,20:30:00,2022-03-02 20:30:00,Male,Black,26,Not of Hispanic Origin,1,102679,02122,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2022-03-02,20:30:00,2022-03-02 20:30:00,Male,Black,29,Not of Hispanic Origin,0,102679,02122,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2022-03-04,17:50:00,2022-03-04 17:50:00,Male,White,25,Not of Hispanic Origin,1,053244,02127,Encountered,Reasonable Suspicion,NULL,NULL,FALSE
2022-03-04,NA,2022-03-04,Male,Black,35,Not of Hispanic Origin,0,148288,02125,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-04,09:15:00,2022-03-04 09:15:00,NA,Black,NA,Unknown,0,112887,02210,Observed,Intel,NULL,NULL,FALSE
2022-03-04,21:21:00,2022-03-04 21:21:00,Male,White,31,Not of Hispanic Origin,0,144459,02115,Stopped,Probable Cause,NULL,NULL,FALSE
2022-03-05,NA,2022-03-05,Male,Black,25,Not of Hispanic Origin,0,162313,02118,Stopped,Intel,NULL,NULL,FALSE
2022-03-05,NA,2022-03-05,Male,White,25,NULL,0,162313,02118,Stopped,Intel,NULL,NULL,FALSE
2022-03-05,NA,2022-03-05,Male,Black,19,Unknown,0,162313,02118,Stopped,Intel,NULL,NULL,FALSE
2022-03-05,01:41:00,2022-03-05 01:41:00,Male,Black,30,Not of Hispanic Origin,1,109524,02125,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2022-03-05,02:45:00,2022-03-05 02:45:00,Male,Black,30,Unknown,0,144333,02119,Encountered,Probable Cause,NULL,NULL,TRUE
2022-03-05,02:50:00,2022-03-05 02:50:00,Male,Black,23,NULL,0,144333,02119,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-05,02:50:00,2022-03-05 02:50:00,Male,Black,24,Not of Hispanic Origin,0,144333,02119,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-05,03:10:00,2022-03-05 03:10:00,Male,Black,29,Not of Hispanic Origin,1,157654,02215,Stopped,Encounter,NULL,NULL,TRUE
2022-03-05,03:10:00,2022-03-05 03:10:00,Male,Black,28,Not of Hispanic Origin,1,157654,02215,Stopped,Encounter,NULL,NULL,TRUE
2022-03-05,00:05:00,2022-03-05 00:05:00,Male,White,21,Hispanic Origin,0,157657,02119,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-05,01:54:00,2022-03-05 01:54:00,Male,Black,23,Not of Hispanic Origin,0,114015,02121,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2022-03-04,13:00:00,2022-03-04 13:00:00,Male,Black,23,Hispanic Origin,1,140282,02124,Stopped,Probable Cause,NULL,NULL,FALSE
2022-03-04,13:00:00,2022-03-04 13:00:00,Male,Black,22,Not of Hispanic Origin,1,140282,02124,Stopped,Probable Cause,NULL,NULL,FALSE
2022-03-04,15:45:00,2022-03-04 15:45:00,Male,White,51,Not of Hispanic Origin,0,102940,02136,Stopped,Probable Cause,NULL,NULL,FALSE
2022-03-05,02:35:00,2022-03-05 02:35:00,Male,Black,35,Hispanic Origin,1,148261,02108,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2022-03-05,15:00:00,2022-03-05 15:00:00,Male,Black,26,Not of Hispanic Origin,0,157676,02124,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-05,15:00:00,2022-03-05 15:00:00,Male,Black,27,Not of Hispanic Origin,0,157676,02124,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-05,15:00:00,2022-03-05 15:00:00,Female,Black,22,Not of Hispanic Origin,0,157676,02124,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-05,20:30:00,2022-03-05 20:30:00,Male,Black,33,NULL,0,010537,02215,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-05,17:23:00,2022-03-05 17:23:00,Male,White,27,Not of Hispanic Origin,0,144840,02136,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2022-03-05,17:23:00,2022-03-05 17:23:00,Male,White,24,Not of Hispanic Origin,0,144840,02136,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2022-03-05,22:00:00,2022-03-05 22:00:00,Female,Black,33,Not of Hispanic Origin,0,148284,02126,Encountered,Encounter,NULL,NULL,FALSE
2022-03-05,22:00:00,2022-03-05 22:00:00,NA,Black,NA,Unknown,0,148284,02126,Encountered,Encounter,NULL,NULL,FALSE
2022-03-05,17:00:00,2022-03-05 17:00:00,Male,Black,35,Not of Hispanic Origin,0,140305,02118,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2022-03-05,17:00:00,2022-03-05 17:00:00,Male,White,35,Not of Hispanic Origin,0,140305,02118,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2022-03-06,08:15:00,2022-03-06 08:15:00,Male,Black,44,Hispanic Origin,0,129442,02125,Observed,Encounter,NULL,NULL,TRUE
2022-03-06,19:30:00,2022-03-06 19:30:00,Male,Black,23,Not of Hispanic Origin,0,129442,02127,Encountered,Encounter,NULL,NULL,FALSE
2022-03-06,19:30:00,2022-03-06 19:30:00,Male,Black,23,Unknown,0,129442,02127,Encountered,Encounter,NULL,NULL,FALSE
2022-03-06,19:53:00,2022-03-06 19:53:00,Female,Other,31,Unknown,0,157656,02119,Observed,Encounter,NULL,NULL,FALSE
2022-03-06,19:00:00,2022-03-06 19:00:00,Male,Black,40,Not of Hispanic Origin,0,162930,02116,Encountered,Reasonable Suspicion,NULL,NULL,FALSE
2022-03-06,NA,2022-03-06,Male,White,22,Not of Hispanic Origin,0,140330,02118,Observed,Intel,NULL,NULL,TRUE
2022-03-06,NA,2022-03-06,Male,White,28,Hispanic Origin,0,140330,02118,Observed,Intel,NULL,NULL,TRUE
2022-03-06,23:22:00,2022-03-06 23:22:00,Male,White,29,Not of Hispanic Origin,0,144420,02129,Encountered,Encounter,NULL,NULL,FALSE
2022-03-07,04:12:00,2022-03-07 04:12:00,Male,Black,39,Not of Hispanic Origin,0,153078,02116,Encountered,Intel,NULL,NULL,FALSE
2022-03-07,17:03:00,2022-03-07 17:03:00,Male,Black,15,Hispanic Origin,1,155763,02121,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2022-03-07,17:03:00,2022-03-07 17:03:00,Male,Black,17,Not of Hispanic Origin,1,155763,02121,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2022-03-07,17:03:00,2022-03-07 17:03:00,Male,NA,15,NULL,1,155763,02121,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2022-03-07,16:33:00,2022-03-07 16:33:00,Male,Unknown,14,Unknown,1,091873,02135,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2022-03-07,16:33:00,2022-03-07 16:33:00,Male,Black,14,NULL,1,091873,02135,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2022-03-07,16:33:00,2022-03-07 16:33:00,Male,White,14,Hispanic Origin,1,091873,02135,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2022-03-07,19:10:00,2022-03-07 19:10:00,Male,Black,22,Not of Hispanic Origin,1,148245,02121,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-07,19:10:00,2022-03-07 19:10:00,Male,Black,23,Not of Hispanic Origin,1,148245,02121,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-07,NA,2022-03-07,Male,White,18,Not of Hispanic Origin,1,164105,02128,Stopped,Probable Cause,NULL,NULL,FALSE
2022-03-07,17:44:00,2022-03-07 17:44:00,Male,Black,16,Unknown,0,162977,02121,Encountered,Encounter,NULL,NULL,TRUE
2022-03-07,19:00:00,2022-03-07 19:00:00,Male,White,23,Not of Hispanic Origin,1,129442,02125,Stopped,Encounter,NULL,NULL,FALSE
2022-03-07,22:00:00,2022-03-07 22:00:00,Male,Black,42,Not of Hispanic Origin,0,148245,02125,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-07,22:24:00,2022-03-07 22:24:00,Male,Black,25,Not of Hispanic Origin,1,137596,02125,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-07,22:24:00,2022-03-07 22:24:00,Male,NA,27,Not of Hispanic Origin,0,137596,02125,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-07,22:24:00,2022-03-07 22:24:00,Male,Black,23,Unknown,0,137596,02125,Stopped,Probable Cause,NULL,NULL,TRUE
2022-03-06,19:33:00,2022-03-06 19:33:00,Male,Other,19,Hispanic Origin,0,140300,02119,Stopped,Probable Cause,NULL,NULL,TRUE
