date,time,contact_date,sex,race,age,ethnicity,was_frisked,contact_officer,zip,circumstance,basis,key_situations,weather,vehicle_involved
2021-09-19,18:08:00,2021-09-19 18:08:00,Male,White,32,NULL,1,112281,02118,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-19,20:00:00,2021-09-19 20:00:00,Male,Black,29,Hispanic Origin,0,109338,02210,Encountered,Encounter,NULL,NULL,FALSE
2021-09-19,15:55:00,2021-09-19 15:55:00,Male,White,60,Not of Hispanic Origin,1,135965,02114,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-19,20:37:00,2021-09-19 20:37:00,Male,White,35,Unknown,1,148260,02135,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-20,00:07:00,2021-09-20 00:07:00,Male,White,39,Not of Hispanic Origin,0,157620,02215,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-19,14:52:00,2021-09-19 14:52:00,Male,Black,24,Hispanic Origin,1,128208,02128,Encountered,Encounter,NULL,NULL,TRUE
2021-09-19,14:52:00,2021-09-19 14:52:00,Male,White,26,Hispanic Origin,1,128208,02128,Encountered,Encounter,NULL,NULL,TRUE
2021-09-20,14:43:00,2021-09-20 14:43:00,Male,Black,19,Not of Hispanic Origin,0,153153,02126,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-20,14:43:00,2021-09-20 14:43:00,Male,Black,19,Not of Hispanic Origin,0,153153,02126,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-20,15:35:00,2021-09-20 15:35:00,Male,White,49,Not of Hispanic Origin,0,118244,02110,Encountered,Intel,NULL,NULL,FALSE
2021-09-20,10:40:00,2021-09-20 10:40:00,Male,Black,35,NULL,1,126514,02124,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-20,16:40:00,2021-09-20 16:40:00,Male,Black,19,Not of Hispanic Origin,0,162934,02118,Observed,Intel,NULL,NULL,TRUE
2021-09-20,18:00:00,2021-09-20 18:00:00,Male,Black,28,Not of Hispanic Origin,1,118323,02124,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-20,18:00:00,2021-09-20 18:00:00,Male,Black,26,Not of Hispanic Origin,1,118323,02124,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-20,19:20:00,2021-09-20 19:20:00,Male,Black,27,Not of Hispanic Origin,0,162977,02122,Stopped,Encounter,NULL,NULL,TRUE
2021-09-20,19:00:00,2021-09-20 19:00:00,Male,Unknown,14,Hispanic Origin,1,153111,02119,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-20,19:00:00,2021-09-20 19:00:00,Male,White,23,Hispanic Origin,1,153111,02119,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-20,20:15:00,2021-09-20 20:15:00,Male,Black,19,NULL,0,153329,02115,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-20,20:15:00,2021-09-20 20:15:00,Male,Black,24,Not of Hispanic Origin,0,153329,02115,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-20,18:20:00,2021-09-20 18:20:00,Female,Black,31,Hispanic Origin,0,144416,02108,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-20,22:40:00,2021-09-20 22:40:00,Male,Black,36,Not of Hispanic Origin,0,162934,02118,Stopped,Intel,NULL,NULL,FALSE
2021-09-21,01:08:00,2021-09-21 01:08:00,Male,White,24,Hispanic Origin,0,153078,02118,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-20,02:21:00,2021-09-20 02:21:00,Male,Black,24,Not of Hispanic Origin,1,135933,02109,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-20,02:21:00,2021-09-20 02:21:00,Male,White,22,Hispanic Origin,0,135933,02109,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-20,02:21:00,2021-09-20 02:21:00,Male,Black,39,Not of Hispanic Origin,0,135933,02109,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-21,08:58:00,2021-09-21 08:58:00,Male,Black,36,Not of Hispanic Origin,0,118244,02116,Encountered,Encounter,NULL,NULL,FALSE
2021-09-14,14:27:00,2021-09-14 14:27:00,Male,White,27,Not of Hispanic Origin,1,148310,02120,Encountered,Encounter,NULL,NULL,FALSE
2021-09-20,21:45:00,2021-09-20 21:45:00,Male,Black,20,Unknown,1,118323,02121,Encountered,Intel,NULL,NULL,FALSE
2021-09-20,22:45:00,2021-09-20 22:45:00,Male,Black,22,Not of Hispanic Origin,1,102679,02128,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-20,22:45:00,2021-09-20 22:45:00,Male,Black,21,Not of Hispanic Origin,0,102679,02128,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-21,17:12:00,2021-09-21 17:12:00,Male,Black,32,Not of Hispanic Origin,0,153111,02121,Encountered,Intel,NULL,NULL,TRUE
2021-09-21,16:26:00,2021-09-21 16:26:00,Male,Black,37,Not of Hispanic Origin,0,144840,02136,Encountered,Intel,NULL,NULL,TRUE
2021-09-20,19:05:00,2021-09-20 19:05:00,Male,Black,28,Not of Hispanic Origin,0,102679,02124,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-21,16:42:00,2021-09-21 16:42:00,Male,White,40,NULL,1,153161,02109,Encountered,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-21,NA,2021-09-21,Male,Black,24,Not of Hispanic Origin,0,153112,02124,Observed,Intel,NULL,NULL,TRUE
2021-09-20,16:40:00,2021-09-20 16:40:00,Male,Black,21,Not of Hispanic Origin,1,144464,02203,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-20,16:40:00,2021-09-20 16:40:00,Male,Unknown,18,Hispanic Origin,0,144464,02203,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-20,16:40:00,2021-09-20 16:40:00,Male,Black,28,Not of Hispanic Origin,0,144464,02203,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-20,16:40:00,2021-09-20 16:40:00,Male,Black,31,Not of Hispanic Origin,1,144464,02203,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-20,16:40:00,2021-09-20 16:40:00,Male,Black,42,Not of Hispanic Origin,0,144464,02203,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-20,16:40:00,2021-09-20 16:40:00,Male,White,55,Not of Hispanic Origin,0,144464,02203,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-20,16:40:00,2021-09-20 16:40:00,Male,Black,60,Not of Hispanic Origin,1,144464,02203,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-20,16:40:00,2021-09-20 16:40:00,Male,Black,23,Not of Hispanic Origin,0,144464,02203,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-20,16:40:00,2021-09-20 16:40:00,Female,Black,50,Not of Hispanic Origin,0,144464,02203,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-20,16:40:00,2021-09-20 16:40:00,Female,Black,27,NULL,1,144464,02203,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-20,16:40:00,2021-09-20 16:40:00,Male,White,22,Not of Hispanic Origin,0,144464,02203,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-20,16:40:00,2021-09-20 16:40:00,Male,White,54,Not of Hispanic Origin,0,144464,02203,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-21,17:21:00,2021-09-21 17:21:00,Male,Black,18,Hispanic Origin,0,153132,02122,Observed,Intel,NULL,NULL,TRUE
2021-09-21,16:50:00,2021-09-21 16:50:00,Male,White,55,Not of Hispanic Origin,0,144416,02108,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-22,01:30:00,2021-09-22 01:30:00,Male,Black,22,NULL,1,144333,02121,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-22,01:45:00,2021-09-22 01:45:00,Male,Black,28,Not of Hispanic Origin,0,157665,02118,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-22,05:06:00,2021-09-22 05:06:00,Male,Black,55,Not of Hispanic Origin,1,153121,02119,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-22,05:06:00,2021-09-22 05:06:00,Female,Black,63,Not of Hispanic Origin,1,153121,02119,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-17,09:15:00,2021-09-17 09:15:00,Male,White,58,Not of Hispanic Origin,0,111241,02108,Observed,Intel,NULL,NULL,FALSE
2021-09-22,10:52:00,2021-09-22 10:52:00,Male,White,22,Not of Hispanic Origin,1,144420,02203,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-22,13:49:00,2021-09-22 13:49:00,Female,White,44,Not of Hispanic Origin,1,144505,02116,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-22,14:00:00,2021-09-22 14:00:00,Male,Black,62,Not of Hispanic Origin,1,111241,02114,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-22,14:28:00,2021-09-22 14:28:00,Male,White,60,Not of Hispanic Origin,0,148283,02116,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-22,14:28:00,2021-09-22 14:28:00,Male,White,29,Not of Hispanic Origin,1,148283,02116,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-22,14:57:00,2021-09-22 14:57:00,Male,White,51,Hispanic Origin,0,157634,02124,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-22,NA,2021-09-22,Male,White,31,NULL,0,128383,02126,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-22,16:25:00,2021-09-22 16:25:00,Male,Black,38,Not of Hispanic Origin,0,153132,02125,Encountered,Encounter,NULL,NULL,TRUE
2021-09-22,16:52:00,2021-09-22 16:52:00,Male,Black,56,Not of Hispanic Origin,0,153146,02109,Encountered,Encounter,NULL,NULL,FALSE
2021-09-22,20:27:00,2021-09-22 20:27:00,Male,Black,25,Not of Hispanic Origin,0,153147,02121,Encountered,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-23,01:37:00,2021-09-23 01:37:00,Male,Black,34,Not of Hispanic Origin,1,148281,02121,Encountered,Encounter,NULL,NULL,TRUE
2021-09-23,02:21:00,2021-09-23 02:21:00,Male,Black,26,NULL,0,NA,NA,NA,NA,NA,NA,FALSE
2021-09-23,04:00:00,2021-09-23 04:00:00,Male,White,38,Hispanic Origin,0,157665,02116,Encountered,Encounter,NULL,NULL,FALSE
2021-09-23,03:16:00,2021-09-23 03:16:00,Male,Black,24,Not of Hispanic Origin,1,114015,02126,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-23,05:09:00,2021-09-23 05:09:00,Male,White,54,Not of Hispanic Origin,0,157622,02116,Observed,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-23,11:00:00,2021-09-23 11:00:00,Male,Black,36,Not of Hispanic Origin,0,162972,02108,Stopped,Encounter,NULL,NULL,FALSE
2021-09-23,09:00:00,2021-09-23 09:00:00,Male,White,30,Not of Hispanic Origin,0,124893,02115,Encountered,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-23,09:00:00,2021-09-23 09:00:00,Male,Black,39,Not of Hispanic Origin,0,124893,02115,Encountered,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-16,14:32:00,2021-09-16 14:32:00,Male,Black,26,Unknown,1,102399,02118,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-23,14:34:00,2021-09-23 14:34:00,Male,White,44,Not of Hispanic Origin,0,153128,02215,Encountered,Encounter,NULL,NULL,FALSE
2021-09-23,15:36:00,2021-09-23 15:36:00,Male,Black,31,Not of Hispanic Origin,1,145223,02118,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-23,17:00:00,2021-09-23 17:00:00,Male,Black,62,Not of Hispanic Origin,1,148319,02115,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-23,15:37:00,2021-09-23 15:37:00,Male,White,32,Not of Hispanic Origin,0,NA,NA,NA,NA,NA,NA,FALSE
2021-09-23,19:00:00,2021-09-23 19:00:00,Male,White,21,Not of Hispanic Origin,1,153120,02118,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-23,19:00:00,2021-09-23 19:00:00,Male,Black,28,NULL,0,153120,02118,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-23,19:00:00,2021-09-23 19:00:00,Male,Black,41,Not of Hispanic Origin,0,153120,02118,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-23,19:00:00,2021-09-23 19:00:00,Male,Black,26,NULL,0,153120,02118,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-23,19:00:00,2021-09-23 19:00:00,Male,Black,24,Unknown,0,153120,02118,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-23,19:00:00,2021-09-23 19:00:00,Male,Black,24,Not of Hispanic Origin,0,153120,02118,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-23,19:00:00,2021-09-23 19:00:00,Male,Black,19,Not of Hispanic Origin,0,153120,02118,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-23,19:41:00,2021-09-23 19:41:00,Male,Black,34,Not of Hispanic Origin,0,162313,02118,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-23,20:56:00,2021-09-23 20:56:00,Male,Black,57,Not of Hispanic Origin,1,117727,02125,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-23,19:52:00,2021-09-23 19:52:00,Female,Black,19,Hispanic Origin,0,116945,02121,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-23,22:59:00,2021-09-23 22:59:00,Male,Black,55,NULL,1,112281,02199,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-24,02:40:00,2021-09-24 02:40:00,Male,Black,32,Not of Hispanic Origin,0,153121,02121,Observed,Intel,NULL,NULL,TRUE
2021-09-24,06:55:00,2021-09-24 06:55:00,Male,White,42,Hispanic Origin,0,144500,02118,Encountered,Intel,NULL,NULL,FALSE
2021-09-24,10:54:00,2021-09-24 10:54:00,Male,Black,18,Unknown,0,099734,02118,Encountered,Intel,NULL,NULL,FALSE
2021-09-24,13:52:00,2021-09-24 13:52:00,Male,Black,60,Unknown,0,144459,02118,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-23,11:40:00,2021-09-23 11:40:00,Male,White,57,Hispanic Origin,1,148283,02118,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-24,08:41:00,2021-09-24 08:41:00,Male,Black,49,Hispanic Origin,0,144459,02118,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-24,17:11:00,2021-09-24 17:11:00,Female,Black,29,Not of Hispanic Origin,0,099776,02121,Encountered,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-24,17:11:00,2021-09-24 17:11:00,Male,Black,31,Not of Hispanic Origin,0,099776,02121,Encountered,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-24,17:54:00,2021-09-24 17:54:00,Male,Black,15,Not of Hispanic Origin,0,140305,02118,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-24,17:54:00,2021-09-24 17:54:00,Male,White,60,Hispanic Origin,0,140305,02118,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-24,18:58:00,2021-09-24 18:58:00,Male,White,52,Hispanic Origin,0,140324,02120,Encountered,Encounter,NULL,NULL,FALSE
2021-09-24,18:58:00,2021-09-24 18:58:00,Male,White,21,Hispanic Origin,0,140324,02120,Encountered,Encounter,NULL,NULL,FALSE
2021-09-24,18:58:00,2021-09-24 18:58:00,Male,White,44,Hispanic Origin,0,140324,02120,Encountered,Encounter,NULL,NULL,FALSE
2021-09-24,19:18:00,2021-09-24 19:18:00,Male,White,30,NULL,0,012279,02131,Stopped,Intel,NULL,NULL,FALSE
2021-09-24,19:50:00,2021-09-24 19:50:00,Male,Black,26,Not of Hispanic Origin,0,099776,02122,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-24,19:50:00,2021-09-24 19:50:00,Female,Other,32,Not of Hispanic Origin,0,099776,02122,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-24,18:25:00,2021-09-24 18:25:00,Female,White,41,Not of Hispanic Origin,0,140290,02118,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-24,21:45:00,2021-09-24 21:45:00,NA,White,NA,Not of Hispanic Origin,0,106745,02119,Encountered,Encounter,NULL,NULL,FALSE
2021-09-24,22:00:00,2021-09-24 22:00:00,Male,Black,28,Not of Hispanic Origin,0,162934,02118,Stopped,Intel,NULL,NULL,TRUE
2021-09-24,22:27:00,2021-09-24 22:27:00,Male,White,28,Hispanic Origin,0,140305,02118,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-24,22:27:00,2021-09-24 22:27:00,Male,Black,33,Not of Hispanic Origin,0,140305,02118,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-24,22:27:00,2021-09-24 22:27:00,Male,Black,32,Not of Hispanic Origin,0,140305,02118,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-24,22:27:00,2021-09-24 22:27:00,Male,Black,32,Not of Hispanic Origin,0,140305,02118,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-25,02:00:00,2021-09-25 02:00:00,Male,Black,22,Not of Hispanic Origin,1,111646,02121,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-25,02:39:00,2021-09-25 02:39:00,Male,Black,23,Not of Hispanic Origin,0,153081,02124,Observed,Intel,NULL,NULL,TRUE
2021-09-25,02:39:00,2021-09-25 02:39:00,Male,Black,37,Not of Hispanic Origin,0,153081,02124,Observed,Intel,NULL,NULL,TRUE
2021-09-25,01:47:00,2021-09-25 01:47:00,Male,Black,28,Not of Hispanic Origin,1,157623,02109,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-24,01:20:00,2021-09-24 01:20:00,Male,White,38,Not of Hispanic Origin,1,141219,02114,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-24,10:52:00,2021-09-24 10:52:00,Male,Black,22,NULL,1,153144,02119,Stopped,Encounter,NULL,NULL,FALSE
2021-09-25,06:40:00,2021-09-25 06:40:00,Male,Other,57,Hispanic Origin,0,144331,02118,Stopped,Encounter,NULL,NULL,FALSE
2021-09-25,09:19:00,2021-09-25 09:19:00,Male,White,42,Hispanic Origin,0,NA,NA,NA,NA,NA,NA,FALSE
2021-09-24,12:30:00,2021-09-24 12:30:00,Male,Black,19,Not of Hispanic Origin,0,162952,02118,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-25,01:15:00,2021-09-25 01:15:00,Female,White,40,Not of Hispanic Origin,0,148310,02118,Encountered,Encounter,NULL,NULL,FALSE
2021-09-25,01:15:00,2021-09-25 01:15:00,Male,White,40,Not of Hispanic Origin,0,148310,02118,Encountered,Encounter,NULL,NULL,FALSE
2021-09-25,12:00:00,2021-09-25 12:00:00,Male,Black,36,Not of Hispanic Origin,0,162310,02114,Encountered,Encounter,NULL,NULL,FALSE
2021-09-25,NA,2021-09-25,Male,Black,21,Not of Hispanic Origin,1,106678,02119,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-25,NA,2021-09-25,Male,Black,24,Not of Hispanic Origin,0,106678,02119,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-25,NA,2021-09-25,Male,Black,26,Not of Hispanic Origin,1,106678,02119,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-25,NA,2021-09-25,Male,Black,16,NULL,1,108610,02124,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-25,NA,2021-09-25,Male,Black,16,NULL,1,108610,02124,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-25,NA,2021-09-25,Male,Black,16,Not of Hispanic Origin,1,108610,02124,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-25,19:00:00,2021-09-25 19:00:00,Male,NA,17,NULL,0,118323,02125,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-25,19:00:00,2021-09-25 19:00:00,Male,NA,17,NULL,0,118323,02125,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-25,19:30:00,2021-09-25 19:30:00,Male,Black,29,Not of Hispanic Origin,0,118323,02122,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-25,10:35:00,2021-09-25 10:35:00,Male,White,25,NULL,0,144331,02118,Observed,Intel,NULL,NULL,TRUE
2021-09-25,22:46:00,2021-09-25 22:46:00,Male,Black,51,Not of Hispanic Origin,0,140330,02215,Stopped,Intel,NULL,NULL,TRUE
2021-09-26,02:16:00,2021-09-26 02:16:00,Male,Black,40,Not of Hispanic Origin,0,157623,02111,Observed,Intel,NULL,NULL,TRUE
2021-09-26,02:16:00,2021-09-26 02:16:00,Male,Black,35,Not of Hispanic Origin,0,157623,02111,Observed,Intel,NULL,NULL,TRUE
2021-09-26,01:34:00,2021-09-26 01:34:00,Male,White,36,Not of Hispanic Origin,0,157685,02118,Encountered,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-26,02:24:00,2021-09-26 02:24:00,Male,White,26,Hispanic Origin,0,157657,02119,Observed,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-26,NA,2021-09-26,Male,Unknown,21,Hispanic Origin,1,153076,02124,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-26,NA,2021-09-26,Male,NA,23,NULL,1,153076,02124,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-26,17:45:00,2021-09-26 17:45:00,Male,Black,29,Hispanic Origin,0,148269,02115,Observed,Intel,NULL,NULL,TRUE
2021-09-26,18:25:00,2021-09-26 18:25:00,Female,White,41,Not of Hispanic Origin,1,153111,02119,Stopped,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-23,18:31:00,2021-09-23 18:31:00,Male,White,24,NULL,1,144476,02119,Stopped,Encounter,NULL,NULL,TRUE
2021-09-23,18:31:00,2021-09-23 18:31:00,Male,White,24,Hispanic Origin,1,144476,02119,Stopped,Encounter,NULL,NULL,TRUE
2021-09-23,18:31:00,2021-09-23 18:31:00,Male,NA,18,NULL,1,144476,02119,Stopped,Encounter,NULL,NULL,TRUE
2021-09-23,18:31:00,2021-09-23 18:31:00,Male,White,22,Not of Hispanic Origin,1,144476,02119,Stopped,Encounter,NULL,NULL,TRUE
2021-09-26,20:54:00,2021-09-26 20:54:00,Male,White,34,Unknown,1,153112,02124,Encountered,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-26,20:54:00,2021-09-26 20:54:00,Unknown,Unknown,50,Unknown,1,153112,02124,Encountered,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-26,20:54:00,2021-09-26 20:54:00,Male,Black,39,NULL,1,153112,02124,Encountered,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-27,12:00:00,2021-09-27 12:00:00,Male,White,68,Not of Hispanic Origin,0,144416,02114,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-27,13:36:00,2021-09-27 13:36:00,Male,Black,26,Not of Hispanic Origin,1,126514,02124,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-27,13:36:00,2021-09-27 13:36:00,Male,Black,27,Hispanic Origin,0,126514,02124,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-27,16:39:00,2021-09-27 16:39:00,Male,Black,19,Not of Hispanic Origin,0,144336,02118,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-27,16:39:00,2021-09-27 16:39:00,Female,Black,30,Unknown,0,144336,02118,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-26,19:49:00,2021-09-26 19:49:00,Male,Black,40,Not of Hispanic Origin,1,163025,02119,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-27,16:08:00,2021-09-27 16:08:00,Male,Black,15,Unknown,1,148260,02146,Stopped,Encounter,NULL,NULL,FALSE
2021-09-27,NA,2021-09-27,Male,Black,39,NULL,1,157645,02126,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-27,19:15:00,2021-09-27 19:15:00,Male,Black,25,Hispanic Origin,0,140306,02125,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-27,19:15:00,2021-09-27 19:15:00,Male,Black,22,Not of Hispanic Origin,0,140306,02125,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-27,19:15:00,2021-09-27 19:15:00,Male,Black,21,Not of Hispanic Origin,0,140306,02125,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-27,19:35:00,2021-09-27 19:35:00,Female,NA,20,NULL,1,118323,02125,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-27,19:35:00,2021-09-27 19:35:00,Male,Unknown,22,Unknown,1,118323,02125,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-27,09:27:00,2021-09-27 09:27:00,Male,White,33,Hispanic Origin,1,144336,02118,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-27,21:16:00,2021-09-27 21:16:00,Male,White,38,Hispanic Origin,0,144336,02118,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-27,21:16:00,2021-09-27 21:16:00,Male,Black,38,Hispanic Origin,1,144336,02118,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-28,02:43:00,2021-09-28 02:43:00,Male,Black,36,Not of Hispanic Origin,0,162321,02122,Observed,Intel,NULL,NULL,TRUE
2021-09-28,08:30:00,2021-09-28 08:30:00,Male,White,36,Not of Hispanic Origin,0,112655,02215,Encountered,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-28,09:31:00,2021-09-28 09:31:00,Male,White,57,Not of Hispanic Origin,0,126479,02124,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-28,09:31:00,2021-09-28 09:31:00,Male,White,50,Not of Hispanic Origin,0,126479,02124,Stopped,Probable Cause,NULL,NULL,FALSE
2021-09-28,17:53:00,2021-09-28 17:53:00,Female,White,34,Hispanic Origin,0,157673,02126,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-28,02:00:00,2021-09-28 02:00:00,Male,Black,25,Not of Hispanic Origin,0,053603,02125,Observed,Intel,NULL,NULL,TRUE
2021-09-28,02:00:00,2021-09-28 02:00:00,Male,Black,29,Not of Hispanic Origin,0,053603,02125,Observed,Intel,NULL,NULL,TRUE
2021-09-28,17:19:00,2021-09-28 17:19:00,Female,Black,19,Not of Hispanic Origin,1,128383,02124,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-28,17:19:00,2021-09-28 17:19:00,Male,Black,19,Hispanic Origin,1,128383,02124,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-28,17:19:00,2021-09-28 17:19:00,Female,Black,20,Unknown,1,128383,02124,Stopped,Probable Cause,NULL,NULL,TRUE
2021-09-27,23:40:00,2021-09-27 23:40:00,Male,White,31,Not of Hispanic Origin,0,144333,02125,Encountered,Reasonable Suspicion,NULL,NULL,FALSE
2021-09-28,17:17:00,2021-09-28 17:17:00,Male,White,17,NULL,0,144336,02118,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-28,17:17:00,2021-09-28 17:17:00,Male,White,31,Hispanic Origin,0,144336,02118,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-28,17:17:00,2021-09-28 17:17:00,Male,White,33,Hispanic Origin,0,144336,02118,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-28,17:17:00,2021-09-28 17:17:00,Male,White,31,Hispanic Origin,0,144336,02118,Stopped,Reasonable Suspicion,NULL,NULL,TRUE
2021-09-28,23:08:00,2021-09-28 23:08:00,Male,Black,30,Not of Hispanic Origin,0,157617,02130,Encountered,Intel,NULL,NULL,TRUE
2021-09-28,23:08:00,2021-09-28 23:08:00,Male,White,24,Hispanic Origin,0,157617,02130,Encountered,Intel,NULL,NULL,TRUE
